input,label,initial_nl,numbering_system,command_type,complexity,tooth_numbers,tooth_count,command_count,has_surface,has_numerical_value,category,model_name,generation_method,refinement_model,refinement_applied,number_validation
"21 probing 3 all 3 then 3, 22 pocket depth 3 except 3 is 3, 23 pocket depth 3 3 then 2, 24 pocket depth 3 all 3 except 3 is 3, 25 probing 3 then 2 except 3 is 3, 26 pocket depth 3 all 3 except 3 is 3, 27 lingual pocket depth 3 then 2 except 3 is 3, 28 buccal pocket depth 3 all 3 except 3 is 3, 29 pocket depth 4 then 5 except 4 is 4, 30 probing 3 all 3 except 3 is 3, 31 pocket depth 5 all 5 except 5 is 5, 32 probing 3 all 3 except 3 is 3, 33 pocket depth 2 all 2 except 2 is 2","number 21, probing, 3 3 3; number 22, pocket depth, 3 3 3; number 23, pocket depth, 3 3 2; number 24, pocket depth, 3 3 3; number 25, probing, 3 2 3; number 26, pocket depth, 3 3 3; number 27, lingual, pocket depth, 3 2 3; number 28, buccal, pocket depth, 3 3 3; number 29, pocket depth, 4 5 4; number 30, probing, 3 3 3; number 31, pocket depth, 5 5 5; number 32, probing, 3 3 3; number 33, pocket depth, 2 2 2","number 21 probing 3 3 3, number 22 pocket depth 3 3 3, number 23 pocket depth 3 3 2, number 24 pocket depth 3 3 3, number 25 probing 3 2 3, number 26 pocket depth 3 3 3, number 27 lingual pocket depth 3 2 3, number 28 buccal pocket depth 3 3 3, number 29 pocket depth 4 5 4, number 30 probing 3 3 3, number 31 pocket depth 5 5 5, number 32 probing 3 3 3, number 33 pocket depth 2 2 2",FDI,multiple,high,"21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33",13,13,true,true,probing,moonshotai/kimi-k2-instruct-0905,openrouter_llm,llama-3.1-8b-instant,true,simple_check
"Tooth 15 has buccal probing depths of all 3s.","number 1, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 2, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 3, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 4, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 5, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 6, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 7, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 8, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1","number 1 buccal suppuration 1, middle suppuration 1, distal suppuration 1, number 2 buccal suppuration 1, middle suppuration 1, distal suppuration 1, number 3 buccal suppuration 1, middle suppuration 1, distal suppuration 1, number 4 buccal suppuration 1, middle suppuration 1, distal suppuration 1, number 5 buccal suppuration 1, middle suppuration 1, distal suppuration 1, number 6 buccal suppuration 1, middle suppuration 1, distal suppuration 1, number 7 buccal suppuration 1, middle suppuration 1, distal suppuration 1, number 8 buccal suppuration 1, middle suppuration 1, distal suppuration 1",UNS,multiple,high,"1, 2, 3, 4, 5, 6, 7, 8",8,8,true,true,inflammation,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,qwen/qwen3-32b,true,simple_check
"15's an implant, then 19's also an implant—part of a bridge with 24","number 15, number 19, implant; number 19, number 24, bridge; number 15, implant","number 15 is an implant, number 19 is an implant and part of a bridge with number 24",UNS,multiple,high,"15, 19, 19, 24, 15",3,3,false,true,restoration,meta-llama/llama-4-scout-17b-16e-instruct,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"Thirty-one's all threes, thirty-two same, thirty-three lingual 3-3-3, then thirty-four 2-2-3, thirty-five buccal 2-3-2, thirty-six jumps to 5-5-4, thirty-seven back to 3s, thirty-eight 3-2-2, thirty-nine 2-2-3, forty 2-3-3, forty-one all threes, forty-two lingual 5-4-4, forty-three buccal 4s, forty-four buccal 3s, forty-five 3-3-3. Thirty-one buccal all bleeding, lingual too; thirty-two same; thirty-four both sides bleeding; thirty-five buccal and lingual all suppurating; thirty-six impacted; thirty-eight buccal and lingual bleeding; forty buccal and lingual suppuration; forty-two buccal and lingual suppuration; forty-three both sides suppurating. Mobility: thirty-one grade 1, thirty-five grade 3, forty-two grade 3, forty-five grade 3. Furcation: thirty-four 1, thirty-six 1, thirty-seven 3, thirty-eight 1, thirty-nine 0, forty-four 0. Bridge from thirty-one to thirty-three.","number 31, pocket depth, 3 3 3; number 32, pocket depth, 3 3 3; number 33, lingual, pocket depth, 3 3 3; number 34, probing, 2 2 3; number 35, buccal, probing, 2 3 2; number 36, pocket depth, 5 5 4; number 37, probing, 3 3 3; number 38, pocket depth, 3 2 2; number 39, probing, 2 2 3; number 40, pocket depth, 2 3 3; number 41, pocket depth, 3 3 3; number 42, lingual, pocket depth, 5 4 4; number 43, buccal, probing, 4 4 4; number 44, buccal, probing, 3 3 3; number 45, probing, 3 3 3; number 31, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 31, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 32, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 32, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 34, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 34, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 35, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 35, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 36, impacted; number 38, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 38, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 40, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 40, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 42, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 42, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 43, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 43, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 31, mobility, 1; number 35, mobility, 3; number 42, mobility, 3; number 45, mobility, 3; number 34, furcation, 1; number 36, furcation, 1; number 37, furcation, 3; number 38, furcation, 1; number 39, furcation, 0; number 44, furcation, 0; number 31, number 33, bridge","number 31 pocket depth 3 3 3, number 32 pocket depth 3 3 3, number 33 lingual pocket depth 3 3 3, number 34 probing 2 2 3, number 35 buccal probing 2 3 2, number 36 pocket depth 5 5 4, number 37 probing 3 3 3, number 38 pocket depth 3 2 2, number 39 probing 2 2 3, number 40 pocket depth 2 3 3, number 41 pocket depth 3 3 3, number 42 lingual pocket depth 5 4 4, number 43 buccal probing 4 4 4, number 44 buccal probing 3 3 3, number 45 probing 3 3 3, number 31 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 31 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 32 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 32 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 34 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 34 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 35 buccal mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 35 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 36 impacted, number 38 buccal mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 38 lingual mesial bleeding 1, middle bleeding 1, distal bleeding 1, number 40 buccal mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 40 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 42 buccal mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 42 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 43 buccal mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 43 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1, number 31 mobility 1, number 35 mobility 3, number 42 mobility 3, number 45 mobility 3, number 34 furcation 1, number 36 furcation 1, number 37 furcation 3, number 38 furcation 1, number 39 furcation 0, number 44 furcation 0, number 31 and number 33 bridge",FDI,multiple,high,"31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 31, 31, 32, 32, 34, 34, 35, 35, 36, 38, 38, 40, 40, 42, 42, 43, 43, 31, 35, 42, 45, 34, 36, 37, 38, 39, 44, 31, 33",15,43,true,true,probing,gpt-oss-120b,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"Twenty-one 3-3-3, twenty-two same, twenty-three buccal 3s, twenty-four 3-3-3, jump thirty, thirty 2-2-2, thirty-one 2-2-3, thirty-two back to 3s.","number 21, pocket depth, 3 3 3; number 22, pocket depth, 3 3 3; number 23, buccal, pocket depth, 3 3 3; number 24, pocket depth, 3 3 3; jump 30; number 30, pocket depth, 2 2 2; number 31, probing, 2 2 3; number 32, pocket depth, 3 3 3","number 21 pocket depth 3 3 3, number 22 pocket depth 3 3 3, number 23 buccal pocket depth 3 3 3, number 24 pocket depth 3 3 3, jump 30, number 30 pocket depth 2 2 2, number 31 probing 2 2 3, number 32 pocket depth 3 3 3",FDI,multiple,high,"21, 22, 23, 24, 30, 31, 32",7,8,true,true,probing,gpt-oss-120b,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"For tooth 8 pocket depth three, three, three; then tooth 9 probing three, three, three; jump to tooth 10 probing three, three, three; tooth 11 probing two, three, three; tooth 12 buccal probing two, three, two; tooth 13 lingual probing five, four, five; all tooth 14 probing three, three, three; tooth 15 buccal probing five, five, four; tooth 16 pocket depth three, three, three; tooth 17 lingual probing two, two, two; tooth 18 buccal probing four, four, five; tooth 19 pocket depth three, three, three; tooth 20 probing four, five, four; tooth 21 probing three, three, three; except tooth 22 pocket depth four, four, four; tooth 23 pocket depth three, three, three; tooth 24 buccal pocket depth three, three, three; tooth 25 probing two, two, three; tooth 26 lingual probing three, three, three; and tooth 27 pocket depth three, three, three.","number 8, pocket depth, 3 3 3; number 9, probing, 3 3 3; number 10, probing, 3 3 3; number 11, probing, 2 3 3; number 12, buccal, probing, 2 3 2; number 13, lingual, probing, 5 4 5; number 14, probing, 3 3 3; number 15, buccal, probing, 5 5 4; number 16, pocket depth, 3 3 3; number 17, lingual, probing, 2 2 2; number 18, buccal, probing, 4 4 5; number 19, pocket depth, 3 3 3; number 20, probing, 4 5 4; number 21, probing, 3 3 3; number 22, pocket depth, 4 4 4; number 23, pocket depth, 3 3 3; number 24, buccal, pocket depth, 3 3 3; number 25, probing, 2 2 3; number 26, lingual, probing, 3 3 3; number 27, pocket depth, 3 3 3","number 8 pocket depth 3 3 3, number 9 probing 3 3 3, number 10 probing 3 3 3, number 11 probing 2 3 3, number 12 buccal probing 2 3 2, number 13 lingual probing 5 4 5, number 14 probing 3 3 3, number 15 buccal probing 5 5 4, number 16 pocket depth 3 3 3, number 17 lingual probing 2 2 2, number 18 buccal probing 4 4 5, number 19 pocket depth 3 3 3, number 20 probing 4 5 4, number 21 probing 3 3 3, number 22 pocket depth 4 4 4, number 23 pocket depth 3 3 3, number 24 buccal pocket depth 3 3 3, number 25 probing 2 2 3, number 26 lingual probing 3 3 3, number 27 pocket depth 3 3 3",UNS,multiple,high,"8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27",20,20,true,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,openai/gpt-oss-120b,true,simple_check
"Then we have 19, 20, and 21 all with pocket depths of 3, 3, 3, jump to 22, same thing, 3, 3, 3, then 23, also 3, 3, 3, all of these are lingual, except 20 and 21 are just pocket depths, and 22 is probing, then we move on to 24, which is 3, 2, 2, 25 is 5, 5, 5, and 26 is 3, 3, 3, then 27, buccal, is 3, 3, 3, 28 is probing, 3, 3, 3, and finally, 29, 30, and 31, all 3, 3, 3","number 19, lingual, pocket depth, 3 3 3; number 20, pocket depth, 3 3 3; number 21, probing, 3 3 3; number 22, probing, 3 3 3; number 23, lingual, probing, 3 3 3; number 24, lingual, pocket depth, 3 2 2; number 25, pocket depth, 5 5 5; number 26, pocket depth, 3 3 3; number 27, buccal, pocket depth, 3 3 3; number 28, probing, 3 3 3; number 29, pocket depth, 3 3 3; number 30, pocket depth, 3 3 3; number 31, pocket depth, 3 3 3","number 19 lingual pocket depth 3 3 3, number 20 pocket depth 3 3 3, number 21 probing 3 3 3, number 22 probing 3 3 3, number 23 lingual probing 3 3 3, number 24 lingual pocket depth 3 2 2, number 25 pocket depth 5 5 5, number 26 pocket depth 3 3 3, number 27 buccal pocket depth 3 3 3, number 28 probing 3 3 3, number 29 pocket depth 3 3 3, number 30 pocket depth 3 3 3, number 31 pocket depth 3 3 3",UNS,multiple,high,"19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31",13,13,true,true,probing,moonshotai/kimi-k2-instruct-0905,openrouter_llm,llama-3.3-70b-versatile,true,simple_check
"41 has a pocket depth of 4, 4, 5; 42 buccal is 3, 3, 3; 43 is 4, 4, 4; 44 is 3, 3, 3; 45 and 46 are 2, 3, 3; 47 is 3, 3, 3; 48 lingual is 2, 3, 2; 49 is 3, 3, 3; 50 lingual is 2, 2, 2; 51 is 2, 2, 3; 52 buccal is 4, 5, 5; 53 is 3, 3, 3; 54 lingual is 3, 3, 3; 55 is 3, 3, 3; 56 buccal is 3, 3, 3; 57 lingual is 2, 2, 3; 58 is 3, 2, 3; 59 is 3, 3, 3; 60 is 4, 5, 5; 61 lingual is 4, 5, 5; 62 is 3, 3, 3","number 41, pocket depth, 4 4 5; number 42, buccal, probing, 3 3 3; number 43, probing, 4 4 4; number 44, pocket depth, 3 3 3; number 45, pocket depth, 2 3 3; number 46, pocket depth, 2 3 3; number 47, probing, 3 3 3; number 48, lingual, probing, 2 3 2; number 49, pocket depth, 3 3 3; number 50, lingual, probing, 2 2 2; number 51, pocket depth, 2 2 3; number 52, buccal, pocket depth, 4 5 5; number 53, probing, 3 3 3; number 54, lingual, probing, 3 3 3; number 55, pocket depth, 3 3 3; number 56, buccal, probing, 3 3 3; number 57, lingual, probing, 2 2 3; number 58, probing, 3 2 3; number 59, probing, 3 3 3; number 60, pocket depth, 4 5 5; number 61, lingual, probing, 4 5 5; number 62, probing, 3 3 3","number 41 pocket depth 4 4 5, number 42 buccal probing 3 3 3, number 43 probing 4 4 4, number 44 pocket depth 3 3 3, number 45 pocket depth 2 3 3, number 46 pocket depth 2 3 3, number 47 probing 3 3 3, number 48 lingual probing 2 3 2, number 49 pocket depth 3 3 3, number 50 lingual probing 2 2 2, number 51 pocket depth 2 2 3, number 52 buccal pocket depth 4 5 5, number 53 probing 3 3 3, number 54 lingual probing 3 3 3, number 55 pocket depth 3 3 3, number 56 buccal probing 3 3 3, number 57 lingual probing 2 2 3, number 58 probing 3 2 3, number 59 probing 3 3 3, number 60 pocket depth 4 5 5, number 61 lingual probing 4 5 5, number 62 probing 3 3 3",FDI,multiple,high,"41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62",22,22,true,true,probing,moonshotai/kimi-k2-instruct,openrouter_llm,meta-llama/llama-4-scout-17b-16e-instruct,true,simple_check
"24, 26, 21 all implants, then 24 pontic again, 28 pontic, 6 and 9 pontics, plus 12 and 13 fixtures","number 24, number 26, implant; number 21, number 24, implant; number 24, number 28, pontic; number 6, number 9, pontic; number 12, 13, fixture","number 24 implant, number 26 implant, number 21 implant, number 24 implant, number 24 pontic, number 28 pontic, number 6 pontic, number 9 pontic, number 12 fixture, number 13 fixture",UNS,multiple,high,"24, 26, 21, 24, 24, 28, 6, 9, 12, 13",8,5,false,true,restoration,openai/gpt-oss-120b,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"8 through 12 all 3s, 13 jumps to 5, 14 to 17 back to 3, 18 2-3-3, 19 3-2-2, 20 3s, 21 and 22 lingual 3s","number 8, probing, 3 3 3; number 9, pocket depth, 3 3 3; number 10, probing, 3 3 3; number 11, lingual, probing, 3 3 3; number 12, probing, 3 3 3; number 13, pocket depth, 5 5 5; number 14, probing, 3 3 3; number 15, probing, 3 3 3; number 16, probing, 3 3 3; number 17, probing, 3 3 3; number 18, probing, 2 3 3; number 19, pocket depth, 3 2 2; number 20, probing, 3 3 3; number 21, lingual, pocket depth, 3 3 3; number 22, lingual, probing, 3 3 3","number 8 probing 3 3 3, number 9 pocket depth 3 3 3, number 10 probing 3 3 3, number 11 lingual probing 3 3 3, number 12 probing 3 3 3, number 13 pocket depth 5 5 5, number 14 probing 3 3 3, number 15 probing 3 3 3, number 16 probing 3 3 3, number 17 probing 3 3 3, number 18 probing 2 3 3, number 19 pocket depth 3 2 2, number 20 probing 3 3 3, number 21 lingual pocket depth 3 3 3, number 22 lingual probing 3 3 3",UNS,multiple,high,"8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22",15,15,true,true,probing,openai/gpt-oss-120b,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"31's all 3s, 32 with 2s, 33 back to 3s, 34 steady 3s, 35's 3-2-3, 36 drops to 3-2-2, 37 all 3s again, 38 holding 3s, 39 lingual 3s, 40 all 3s, 41 lingual 2-3-2, 42 through 44 all 3s, then 45 ends 3-3-2","number 31, pocket depth, 3 3 3; number 32, probing, 2 2 2; number 33, probing, 3 3 3; number 34, pocket depth, 3 3 3; number 35, probing, 3 2 3; number 36, pocket depth, 3 2 2; number 37, pocket depth, 3 3 3; number 38, probing, 3 3 3; number 39, lingual, pocket depth, 3 3 3; number 40, pocket depth, 3 3 3; number 41, lingual, probing, 2 3 2; number 42, pocket depth, 3 3 3; number 43, probing, 3 3 3; number 44, pocket depth, 3 3 3; number 45, probing, 3 3 2","number 31 pocket depth 3 3 3, number 32 probing 2 2 2, number 33 probing 3 3 3, number 34 pocket depth 3 3 3, number 35 probing 3 2 3, number 36 pocket depth 3 2 2, number 37 pocket depth 3 3 3, number 38 probing 3 3 3, number 39 lingual pocket depth 3 3 3, number 40 pocket depth 3 3 3, number 41 lingual probing 2 3 2, number 42 pocket depth 3 3 3, number 43 probing 3 3 3, number 44 pocket depth 3 3 3, number 45 probing 3 3 2",FDI,multiple,high,"31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45",15,15,true,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"21 starts 3s, 22 buccal 3-2-3, 23's 2-3-3, 24 all 3s, 25 lingual 2s, 26 jumps to 3s, 27 buccal 3s, 28 finishes 3-3-2, 29 and 30 all 3s, 31 still 3s, 32 buccal 2-3-2, 33 through 35 same as before, 36 lingual all 3s","number 21, probing, 3 3 3; number 22, buccal, pocket depth, 3 2 3; number 23, pocket depth, 2 3 3; number 24, probing, 3 3 3; number 25, lingual, probing, 2 2 2; number 26, pocket depth, 3 3 3; number 27, buccal, probing, 3 3 3; number 28, probing, 3 3 2; number 29, probing, 3 3 3; number 30, probing, 3 3 3; number 31, probing, 3 3 3; number 32, buccal, pocket depth, 2 3 2; number 33, probing, 3 3 3; number 34, pocket depth, 3 3 3; number 35, pocket depth, 3 2 3; number 36, lingual, probing, 3 3 3","number 21 probing 3 3 3, number 22 buccal pocket depth 3 2 3, number 23 pocket depth 2 3 3, number 24 probing 3 3 3, number 25 lingual probing 2 2 2, number 26 pocket depth 3 3 3, number 27 buccal probing 3 3 3, number 28 probing 3 3 2, number 29 probing 3 3 3, number 30 probing 3 3 3, number 31 probing 3 3 3, number 32 buccal pocket depth 2 3 2, number 33 probing 3 3 3, number 34 pocket depth 3 3 3, number 35 pocket depth 3 2 3, number 36 lingual probing 3 3 3",FDI,multiple,high,"21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36",16,16,true,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"number 1 pocket depth is 2 all around, then number 2 probing is 2, 2, 2, jump to number 3 pocket depth 2, 2, 2, all the same, number 4 pocket depth 2, 2, 2, same here, number 5 pocket depth 2, 2, 2, then number 6 probing 2, 2, 2, number 7 pocket depth 2, 2, 2, number 8 pocket depth 2, 2, 2, number 9 pocket depth 2, 2, 2, number 10 probing 2, 2, 2, number 11 probing 2, 2, 2, number 12 pocket depth 2, 2, 2, number 13 pocket depth 2, 2, 2, number 14 pocket depth 2, 2, 2, number 15 probing 2, 2, 2, number 16 probing 2, 2, 2, number 17 probing 2, 2, 2, number 18 probing 2, 2, 2, number 19 pocket depth 2, 2, 2, number 20 pocket depth 2, 2, 2, number 21 pocket depth 2, 2, 2, number 22 pocket depth 2, 2, 2, number 23 pocket depth is 5 mesial and 3 distally, then number 24, we have bleeding on the buccal, mesial, middle, and distal, all equal, 1, and on the lingual, same as the buccal, number 25 pocket depth 2, 2, 2, number 26 pocket depth 2, 2, 2, number 27 pocket depth 2, 2, 2, number 28 probing 2, 2, 2, number 29 pocket depth is 4 mesial and 3 distally, number 30 probing is 5 mesial, 4 middle, and 3 distal, number 31 probing 2, 2, 2, number 32 probing 2, 2, 2, except for number 1, probing is 4, 4, 3, then number 2 pocket depth is 5, 6, 6, jump to number 3 probing 4, 4, 3, all the same, number 4 probing 4, 4, 3, number 5 probing 4, 4, 3, number 6 pocket depth 4, 4, 3, number 7 pocket depth 4, 4, 3, number 8 probing 4, 4, 3, number 9 pocket depth 4, 4, 3, number 10 probing 4, 4, 3, number 11 probing is 6 mesial, 7 middle, and 5 distal, then number 12 mobility is 3, number 13 pocket depth 4, 4, 3, number 14 pocket depth 4, 4, 3, number 15 pocket depth 4, 4, 3, number 16 pocket depth 4, 4, 3, number 17 pocket depth 4, 4, 3, number 18 pocket depth 4, 4, 3, number 19 pocket depth 4, 4, 3, number 20 pocket depth 4, 4, 3, number 21 pocket depth 4, 4, 3, number 22 pocket depth 4, 4, 3, number 23 pocket depth 4, 4, 3, number 24 probing 4, 4, 3, number 25 pocket depth 4, 4, 3, number 26 probing 4, 4, 3, number 27 pocket depth is 7, 7, 6, number 28 probing 4, 4, 3, number 29 probing 4, 4, 3, number 30 probing 4, 4, 3, number 31 probing 4, 4, 3, number 32 probing 4, 4, 3.","number 1, pocket depth, 2 2 2; number 2, probing, 2 2 2; number 3, pocket depth, 2 2 2; number 4, pocket depth, 2 2 2; number 5, pocket depth, 2 2 2; number 6, probing, 2 2 2; number 7, pocket depth, 2 2 2; number 8, pocket depth, 2 2 2; number 9, pocket depth, 2 2 2; number 10, probing, 2 2 2; number 11, probing, 2 2 2; number 12, pocket depth, 2 2 2; number 13, pocket depth, 2 2 2; number 14, pocket depth, 2 2 2; number 15, probing, 2 2 2; number 16, probing, 2 2 2; number 17, probing, 2 2 2; number 18, probing, 2 2 2; number 19, pocket depth, 2 2 2; number 20, pocket depth, 2 2 2; number 21, pocket depth, 2 2 2; number 22, pocket depth, 2 2 2; number 23, pocket depth, 5 3 3; number 24, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 24, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 25, pocket depth, 2 2 2; number 26, pocket depth, 2 2 2; number 27, pocket depth, 2 2 2; number 28, probing, 2 2 2; number 29, pocket depth, 4 3 3; number 30, probing, 5 4 3; number 31, probing, 2 2 2; number 32, probing, 2 2 2","number 1 pocket depth 2 2 2, number 2 probing 2 2 2, number 3 pocket depth 2 2 2, number 4 pocket depth 2 2 2, number 5 pocket depth 2 2 2, number 6 probing 2 2 2, number 7 pocket depth 2 2 2, number 8 pocket depth 2 2 2, number 9 pocket depth 2 2 2, number 10 probing 2 2 2, number 11 probing 2 2 2, number 12 pocket depth 2 2 2, number 13 pocket depth 2 2 2, number 14 pocket depth 2 2 2, number 15 probing 2 2 2, number 16 probing 2 2 2, number 17 probing 2 2 2, number 18 probing 2 2 2, number 19 pocket depth 2 2 2, number 20 pocket depth 2 2 2, number 21 pocket depth 2 2 2, number 22 pocket depth 2 2 2, number 23 pocket depth 5 3 3, number 24 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 24 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 25 pocket depth 2 2 2, number 26 pocket depth 2 2 2, number 27 pocket depth 2 2 2, number 28 probing 2 2 2, number 29 pocket depth 4 3 3, number 30 probing 5 4 3, number 31 probing 2 2 2, number 32 probing 2 2 2",UNS,multiple,high,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 25, 26, 27, 28, 29, 30, 31, 32",32,33,true,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,llama-3.1-8b-instant,true,simple_check
